"","plant_code","mass_g","site","treatment","greenhouse","leaves_total","leaves_herbivory","proportion_herbivory","month","n.obs","X","lat","lon","ele_m","garden_area_m2","num_of_gardenplots","percent_dev_2km","percent_dev_200m","percent_dev_1km","percent_dev_500m","crop_pasture_2km","crop_pasture_200m","crop_pasture_500m","area_km2","country_code","Population.to.polygon.size.rating.for.the.country","Apportionment.confidence.for.the.country","Has.data","pop_den_2022","pop_tot_2022","med_networth_2022","med_houseincome_2022","med_dispincome_2022","tot_households_2022","wealth_index_2022","diversity_index_2022","tot_housingunits_2022","homeowners_growthRate_22_27","renter_hh_2020","tot_businesses_2022","poverty_index_2020","crime_index_2022","renter_occ_Hus_2022","med_age_2022","med_homevalue_2022","mean_homevalue_2022","pop_BA_2022","pop_gradDegree_2022","imp200m","imp500m","imp1km","imp1.5km","imp2km","n.obs.herb","n.obs.pred","n.obs.pol","bee.rare.richness","bee.shannon","bee.simpson","scaled_wealth_index_2022","pepper.obs"
"107","Hop-041",12.9333333333333,"Hope","uncovered","backroom",146,15,0.102739726,"August",59,5,39.9746738,-105.24082,1671,657.99,23,13.17803,41.53944,13.26397,21.6578,7.66331051,0,1.9480565,3.01559595,"US",2.191,2.576,1,2818.8,3282,247466,104600,84623,1407,159,40.9,1445,-0.1,485,80,43.95,115,591,37.6,721324,790510,944,1121,36.4175824175824,26.4001782531194,19.0567616463139,20.1508,17.8735832117607,6,7,40,7,4.05063546936785,3.1609756097561,-0.267275822919416,3
"108","Hop-041",12.9333333333333,"Hope","uncovered","backroom",146,15,0.102739726,"July",151,5,39.9746738,-105.24082,1671,657.99,23,13.17803,41.53944,13.26397,21.6578,7.66331051,0,1.9480565,3.01559595,"US",2.191,2.576,1,2818.8,3282,247466,104600,84623,1407,159,40.9,1445,-0.1,485,80,43.95,115,591,37.6,721324,790510,944,1121,36.4175824175824,26.4001782531194,19.0567616463139,20.1508,17.8735832117607,11,11,95,10,5.3098293561125,4.23348017621145,-0.267275822919416,3
"109","Hop-041",12.9333333333333,"Hope","uncovered","backroom",146,15,0.102739726,"June",117,5,39.9746738,-105.24082,1671,657.99,23,13.17803,41.53944,13.26397,21.6578,7.66331051,0,1.9480565,3.01559595,"US",2.191,2.576,1,2818.8,3282,247466,104600,84623,1407,159,40.9,1445,-0.1,485,80,43.95,115,591,37.6,721324,790510,944,1121,36.4175824175824,26.4001782531194,19.0567616463139,20.1508,17.8735832117607,26,7,6,6,6,6,-0.267275822919416,3
"110","Hop-042",10.33525,"Hope","uncovered","backroom",128,13,0.1015625,"August",59,5,39.9746738,-105.24082,1671,657.99,23,13.17803,41.53944,13.26397,21.6578,7.66331051,0,1.9480565,3.01559595,"US",2.191,2.576,1,2818.8,3282,247466,104600,84623,1407,159,40.9,1445,-0.1,485,80,43.95,115,591,37.6,721324,790510,944,1121,36.4175824175824,26.4001782531194,19.0567616463139,20.1508,17.8735832117607,6,7,40,7,4.05063546936785,3.1609756097561,-0.267275822919416,4
"111","Hop-042",10.33525,"Hope","uncovered","backroom",128,13,0.1015625,"July",151,5,39.9746738,-105.24082,1671,657.99,23,13.17803,41.53944,13.26397,21.6578,7.66331051,0,1.9480565,3.01559595,"US",2.191,2.576,1,2818.8,3282,247466,104600,84623,1407,159,40.9,1445,-0.1,485,80,43.95,115,591,37.6,721324,790510,944,1121,36.4175824175824,26.4001782531194,19.0567616463139,20.1508,17.8735832117607,11,11,95,10,5.3098293561125,4.23348017621145,-0.267275822919416,4
"112","Hop-042",10.33525,"Hope","uncovered","backroom",128,13,0.1015625,"June",117,5,39.9746738,-105.24082,1671,657.99,23,13.17803,41.53944,13.26397,21.6578,7.66331051,0,1.9480565,3.01559595,"US",2.191,2.576,1,2818.8,3282,247466,104600,84623,1407,159,40.9,1445,-0.1,485,80,43.95,115,591,37.6,721324,790510,944,1121,36.4175824175824,26.4001782531194,19.0567616463139,20.1508,17.8735832117607,26,7,6,6,6,6,-0.267275822919416,4
"113","Hop-043",11.72875,"Hope","uncovered","backroom",98,19,0.193877551,"August",59,5,39.9746738,-105.24082,1671,657.99,23,13.17803,41.53944,13.26397,21.6578,7.66331051,0,1.9480565,3.01559595,"US",2.191,2.576,1,2818.8,3282,247466,104600,84623,1407,159,40.9,1445,-0.1,485,80,43.95,115,591,37.6,721324,790510,944,1121,36.4175824175824,26.4001782531194,19.0567616463139,20.1508,17.8735832117607,6,7,40,7,4.05063546936785,3.1609756097561,-0.267275822919416,4
"114","Hop-043",11.72875,"Hope","uncovered","backroom",98,19,0.193877551,"July",151,5,39.9746738,-105.24082,1671,657.99,23,13.17803,41.53944,13.26397,21.6578,7.66331051,0,1.9480565,3.01559595,"US",2.191,2.576,1,2818.8,3282,247466,104600,84623,1407,159,40.9,1445,-0.1,485,80,43.95,115,591,37.6,721324,790510,944,1121,36.4175824175824,26.4001782531194,19.0567616463139,20.1508,17.8735832117607,11,11,95,10,5.3098293561125,4.23348017621145,-0.267275822919416,4
"115","Hop-043",11.72875,"Hope","uncovered","backroom",98,19,0.193877551,"June",117,5,39.9746738,-105.24082,1671,657.99,23,13.17803,41.53944,13.26397,21.6578,7.66331051,0,1.9480565,3.01559595,"US",2.191,2.576,1,2818.8,3282,247466,104600,84623,1407,159,40.9,1445,-0.1,485,80,43.95,115,591,37.6,721324,790510,944,1121,36.4175824175824,26.4001782531194,19.0567616463139,20.1508,17.8735832117607,26,7,6,6,6,6,-0.267275822919416,4
"116","Hop-044",11.35475,"Hope","uncovered","backroom",87,13,0.1494252874,"August",59,5,39.9746738,-105.24082,1671,657.99,23,13.17803,41.53944,13.26397,21.6578,7.66331051,0,1.9480565,3.01559595,"US",2.191,2.576,1,2818.8,3282,247466,104600,84623,1407,159,40.9,1445,-0.1,485,80,43.95,115,591,37.6,721324,790510,944,1121,36.4175824175824,26.4001782531194,19.0567616463139,20.1508,17.8735832117607,6,7,40,7,4.05063546936785,3.1609756097561,-0.267275822919416,4
"117","Hop-044",11.35475,"Hope","uncovered","backroom",87,13,0.1494252874,"July",151,5,39.9746738,-105.24082,1671,657.99,23,13.17803,41.53944,13.26397,21.6578,7.66331051,0,1.9480565,3.01559595,"US",2.191,2.576,1,2818.8,3282,247466,104600,84623,1407,159,40.9,1445,-0.1,485,80,43.95,115,591,37.6,721324,790510,944,1121,36.4175824175824,26.4001782531194,19.0567616463139,20.1508,17.8735832117607,11,11,95,10,5.3098293561125,4.23348017621145,-0.267275822919416,4
"118","Hop-044",11.35475,"Hope","uncovered","backroom",87,13,0.1494252874,"June",117,5,39.9746738,-105.24082,1671,657.99,23,13.17803,41.53944,13.26397,21.6578,7.66331051,0,1.9480565,3.01559595,"US",2.191,2.576,1,2818.8,3282,247466,104600,84623,1407,159,40.9,1445,-0.1,485,80,43.95,115,591,37.6,721324,790510,944,1121,36.4175824175824,26.4001782531194,19.0567616463139,20.1508,17.8735832117607,26,7,6,6,6,6,-0.267275822919416,4
"119","Hop-045",15.23525,"Hope","uncovered","midroom",39,5,0.1282051282,"August",59,5,39.9746738,-105.24082,1671,657.99,23,13.17803,41.53944,13.26397,21.6578,7.66331051,0,1.9480565,3.01559595,"US",2.191,2.576,1,2818.8,3282,247466,104600,84623,1407,159,40.9,1445,-0.1,485,80,43.95,115,591,37.6,721324,790510,944,1121,36.4175824175824,26.4001782531194,19.0567616463139,20.1508,17.8735832117607,6,7,40,7,4.05063546936785,3.1609756097561,-0.267275822919416,4
"120","Hop-045",15.23525,"Hope","uncovered","midroom",39,5,0.1282051282,"July",151,5,39.9746738,-105.24082,1671,657.99,23,13.17803,41.53944,13.26397,21.6578,7.66331051,0,1.9480565,3.01559595,"US",2.191,2.576,1,2818.8,3282,247466,104600,84623,1407,159,40.9,1445,-0.1,485,80,43.95,115,591,37.6,721324,790510,944,1121,36.4175824175824,26.4001782531194,19.0567616463139,20.1508,17.8735832117607,11,11,95,10,5.3098293561125,4.23348017621145,-0.267275822919416,4
"121","Hop-045",15.23525,"Hope","uncovered","midroom",39,5,0.1282051282,"June",117,5,39.9746738,-105.24082,1671,657.99,23,13.17803,41.53944,13.26397,21.6578,7.66331051,0,1.9480565,3.01559595,"US",2.191,2.576,1,2818.8,3282,247466,104600,84623,1407,159,40.9,1445,-0.1,485,80,43.95,115,591,37.6,721324,790510,944,1121,36.4175824175824,26.4001782531194,19.0567616463139,20.1508,17.8735832117607,26,7,6,6,6,6,-0.267275822919416,4
"122","Hop-046",13.2549,"Hope","covered","backroom",86,9,0.1046511628,"August",59,5,39.9746738,-105.24082,1671,657.99,23,13.17803,41.53944,13.26397,21.6578,7.66331051,0,1.9480565,3.01559595,"US",2.191,2.576,1,2818.8,3282,247466,104600,84623,1407,159,40.9,1445,-0.1,485,80,43.95,115,591,37.6,721324,790510,944,1121,36.4175824175824,26.4001782531194,19.0567616463139,20.1508,17.8735832117607,6,7,40,7,4.05063546936785,3.1609756097561,-0.267275822919416,10
"123","Hop-046",13.2549,"Hope","covered","backroom",86,9,0.1046511628,"July",151,5,39.9746738,-105.24082,1671,657.99,23,13.17803,41.53944,13.26397,21.6578,7.66331051,0,1.9480565,3.01559595,"US",2.191,2.576,1,2818.8,3282,247466,104600,84623,1407,159,40.9,1445,-0.1,485,80,43.95,115,591,37.6,721324,790510,944,1121,36.4175824175824,26.4001782531194,19.0567616463139,20.1508,17.8735832117607,11,11,95,10,5.3098293561125,4.23348017621145,-0.267275822919416,10
"124","Hop-046",13.2549,"Hope","covered","backroom",86,9,0.1046511628,"June",117,5,39.9746738,-105.24082,1671,657.99,23,13.17803,41.53944,13.26397,21.6578,7.66331051,0,1.9480565,3.01559595,"US",2.191,2.576,1,2818.8,3282,247466,104600,84623,1407,159,40.9,1445,-0.1,485,80,43.95,115,591,37.6,721324,790510,944,1121,36.4175824175824,26.4001782531194,19.0567616463139,20.1508,17.8735832117607,26,7,6,6,6,6,-0.267275822919416,10
"125","Hop-046 ",16.376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"126","Hop-047",15.635,"Hope","covered","midroom",161,9,0.05590062112,"August",59,5,39.9746738,-105.24082,1671,657.99,23,13.17803,41.53944,13.26397,21.6578,7.66331051,0,1.9480565,3.01559595,"US",2.191,2.576,1,2818.8,3282,247466,104600,84623,1407,159,40.9,1445,-0.1,485,80,43.95,115,591,37.6,721324,790510,944,1121,36.4175824175824,26.4001782531194,19.0567616463139,20.1508,17.8735832117607,6,7,40,7,4.05063546936785,3.1609756097561,-0.267275822919416,1
"127","Hop-047",15.635,"Hope","covered","midroom",161,9,0.05590062112,"July",151,5,39.9746738,-105.24082,1671,657.99,23,13.17803,41.53944,13.26397,21.6578,7.66331051,0,1.9480565,3.01559595,"US",2.191,2.576,1,2818.8,3282,247466,104600,84623,1407,159,40.9,1445,-0.1,485,80,43.95,115,591,37.6,721324,790510,944,1121,36.4175824175824,26.4001782531194,19.0567616463139,20.1508,17.8735832117607,11,11,95,10,5.3098293561125,4.23348017621145,-0.267275822919416,1
"128","Hop-047",15.635,"Hope","covered","midroom",161,9,0.05590062112,"June",117,5,39.9746738,-105.24082,1671,657.99,23,13.17803,41.53944,13.26397,21.6578,7.66331051,0,1.9480565,3.01559595,"US",2.191,2.576,1,2818.8,3282,247466,104600,84623,1407,159,40.9,1445,-0.1,485,80,43.95,115,591,37.6,721324,790510,944,1121,36.4175824175824,26.4001782531194,19.0567616463139,20.1508,17.8735832117607,26,7,6,6,6,6,-0.267275822919416,1
"129","Hop-049",22.34,"Hope","covered","midroom",87,7,0.08045977011,"August",59,5,39.9746738,-105.24082,1671,657.99,23,13.17803,41.53944,13.26397,21.6578,7.66331051,0,1.9480565,3.01559595,"US",2.191,2.576,1,2818.8,3282,247466,104600,84623,1407,159,40.9,1445,-0.1,485,80,43.95,115,591,37.6,721324,790510,944,1121,36.4175824175824,26.4001782531194,19.0567616463139,20.1508,17.8735832117607,6,7,40,7,4.05063546936785,3.1609756097561,-0.267275822919416,6
"130","Hop-049",22.34,"Hope","covered","midroom",87,7,0.08045977011,"July",151,5,39.9746738,-105.24082,1671,657.99,23,13.17803,41.53944,13.26397,21.6578,7.66331051,0,1.9480565,3.01559595,"US",2.191,2.576,1,2818.8,3282,247466,104600,84623,1407,159,40.9,1445,-0.1,485,80,43.95,115,591,37.6,721324,790510,944,1121,36.4175824175824,26.4001782531194,19.0567616463139,20.1508,17.8735832117607,11,11,95,10,5.3098293561125,4.23348017621145,-0.267275822919416,6
"131","Hop-049",22.34,"Hope","covered","midroom",87,7,0.08045977011,"June",117,5,39.9746738,-105.24082,1671,657.99,23,13.17803,41.53944,13.26397,21.6578,7.66331051,0,1.9480565,3.01559595,"US",2.191,2.576,1,2818.8,3282,247466,104600,84623,1407,159,40.9,1445,-0.1,485,80,43.95,115,591,37.6,721324,790510,944,1121,36.4175824175824,26.4001782531194,19.0567616463139,20.1508,17.8735832117607,26,7,6,6,6,6,-0.267275822919416,6
"132","Hop-050",15.6465,"Hope","covered","midroom",119,12,0.1008403361,"August",59,5,39.9746738,-105.24082,1671,657.99,23,13.17803,41.53944,13.26397,21.6578,7.66331051,0,1.9480565,3.01559595,"US",2.191,2.576,1,2818.8,3282,247466,104600,84623,1407,159,40.9,1445,-0.1,485,80,43.95,115,591,37.6,721324,790510,944,1121,36.4175824175824,26.4001782531194,19.0567616463139,20.1508,17.8735832117607,6,7,40,7,4.05063546936785,3.1609756097561,-0.267275822919416,8
"133","Hop-050",15.6465,"Hope","covered","midroom",119,12,0.1008403361,"July",151,5,39.9746738,-105.24082,1671,657.99,23,13.17803,41.53944,13.26397,21.6578,7.66331051,0,1.9480565,3.01559595,"US",2.191,2.576,1,2818.8,3282,247466,104600,84623,1407,159,40.9,1445,-0.1,485,80,43.95,115,591,37.6,721324,790510,944,1121,36.4175824175824,26.4001782531194,19.0567616463139,20.1508,17.8735832117607,11,11,95,10,5.3098293561125,4.23348017621145,-0.267275822919416,8
"134","Hop-050",15.6465,"Hope","covered","midroom",119,12,0.1008403361,"June",117,5,39.9746738,-105.24082,1671,657.99,23,13.17803,41.53944,13.26397,21.6578,7.66331051,0,1.9480565,3.01559595,"US",2.191,2.576,1,2818.8,3282,247466,104600,84623,1407,159,40.9,1445,-0.1,485,80,43.95,115,591,37.6,721324,790510,944,1121,36.4175824175824,26.4001782531194,19.0567616463139,20.1508,17.8735832117607,26,7,6,6,6,6,-0.267275822919416,8
"135","Ker-051",21.6897142857143,"Kerr","uncovered","midroom",94,5,0.05319148936,"August",222,6,39.9838942,-105.12588,1622,2324.05,41,32.48671,10.026761,40.90919,42.74265,15.8924168,65.17395,44.5761165,3.01559595,"US",2.191,2.576,1,3479.3,4051,291539,104792,85338,2005,162,40.3,2089,0.47,829,337,51.66,68,669,45,645292,681862,1197,890,10.7912087912088,30.795008912656,32.3885119855269,29.0936,28.6104253170239,3,3,104,11,4.67008938380063,3.16970421272782,-0.188222410506631,7
"136","Ker-051",21.6897142857143,"Kerr","uncovered","midroom",94,5,0.05319148936,"July",398,6,39.9838942,-105.12588,1622,2324.05,41,32.48671,10.026761,40.90919,42.74265,15.8924168,65.17395,44.5761165,3.01559595,"US",2.191,2.576,1,3479.3,4051,291539,104792,85338,2005,162,40.3,2089,0.47,829,337,51.66,68,669,45,645292,681862,1197,890,10.7912087912088,30.795008912656,32.3885119855269,29.0936,28.6104253170239,6,2,359,17,4.62610373636377,3.39223708648489,-0.188222410506631,7
"137","Ker-051",21.6897142857143,"Kerr","uncovered","midroom",94,5,0.05319148936,"June",52,6,39.9838942,-105.12588,1622,2324.05,41,32.48671,10.026761,40.90919,42.74265,15.8924168,65.17395,44.5761165,3.01559595,"US",2.191,2.576,1,3479.3,4051,291539,104792,85338,2005,162,40.3,2089,0.47,829,337,51.66,68,669,45,645292,681862,1197,890,10.7912087912088,30.795008912656,32.3885119855269,29.0936,28.6104253170239,10,2,5,5,5,5,-0.188222410506631,7
"138","Ker-052",21.6963333333333,"Kerr","uncovered","midroom",84,8,0.09523809524,"August",222,6,39.9838942,-105.12588,1622,2324.05,41,32.48671,10.026761,40.90919,42.74265,15.8924168,65.17395,44.5761165,3.01559595,"US",2.191,2.576,1,3479.3,4051,291539,104792,85338,2005,162,40.3,2089,0.47,829,337,51.66,68,669,45,645292,681862,1197,890,10.7912087912088,30.795008912656,32.3885119855269,29.0936,28.6104253170239,3,3,104,11,4.67008938380063,3.16970421272782,-0.188222410506631,3
"139","Ker-052",21.6963333333333,"Kerr","uncovered","midroom",84,8,0.09523809524,"July",398,6,39.9838942,-105.12588,1622,2324.05,41,32.48671,10.026761,40.90919,42.74265,15.8924168,65.17395,44.5761165,3.01559595,"US",2.191,2.576,1,3479.3,4051,291539,104792,85338,2005,162,40.3,2089,0.47,829,337,51.66,68,669,45,645292,681862,1197,890,10.7912087912088,30.795008912656,32.3885119855269,29.0936,28.6104253170239,6,2,359,17,4.62610373636377,3.39223708648489,-0.188222410506631,3
"140","Ker-052",21.6963333333333,"Kerr","uncovered","midroom",84,8,0.09523809524,"June",52,6,39.9838942,-105.12588,1622,2324.05,41,32.48671,10.026761,40.90919,42.74265,15.8924168,65.17395,44.5761165,3.01559595,"US",2.191,2.576,1,3479.3,4051,291539,104792,85338,2005,162,40.3,2089,0.47,829,337,51.66,68,669,45,645292,681862,1197,890,10.7912087912088,30.795008912656,32.3885119855269,29.0936,28.6104253170239,10,2,5,5,5,5,-0.188222410506631,3
"141","Ker-053",12.8613333333333,"Kerr","uncovered","backroom",99,4,0.0404040404,"August",222,6,39.9838942,-105.12588,1622,2324.05,41,32.48671,10.026761,40.90919,42.74265,15.8924168,65.17395,44.5761165,3.01559595,"US",2.191,2.576,1,3479.3,4051,291539,104792,85338,2005,162,40.3,2089,0.47,829,337,51.66,68,669,45,645292,681862,1197,890,10.7912087912088,30.795008912656,32.3885119855269,29.0936,28.6104253170239,3,3,104,11,4.67008938380063,3.16970421272782,-0.188222410506631,10
"142","Ker-053",12.8613333333333,"Kerr","uncovered","backroom",99,4,0.0404040404,"July",398,6,39.9838942,-105.12588,1622,2324.05,41,32.48671,10.026761,40.90919,42.74265,15.8924168,65.17395,44.5761165,3.01559595,"US",2.191,2.576,1,3479.3,4051,291539,104792,85338,2005,162,40.3,2089,0.47,829,337,51.66,68,669,45,645292,681862,1197,890,10.7912087912088,30.795008912656,32.3885119855269,29.0936,28.6104253170239,6,2,359,17,4.62610373636377,3.39223708648489,-0.188222410506631,10
"143","Ker-053",12.8613333333333,"Kerr","uncovered","backroom",99,4,0.0404040404,"June",52,6,39.9838942,-105.12588,1622,2324.05,41,32.48671,10.026761,40.90919,42.74265,15.8924168,65.17395,44.5761165,3.01559595,"US",2.191,2.576,1,3479.3,4051,291539,104792,85338,2005,162,40.3,2089,0.47,829,337,51.66,68,669,45,645292,681862,1197,890,10.7912087912088,30.795008912656,32.3885119855269,29.0936,28.6104253170239,10,2,5,5,5,5,-0.188222410506631,10
"144","Ker-054",13.8812222222222,"Kerr","uncovered","midroom",107,5,0.04672897196,"August",222,6,39.9838942,-105.12588,1622,2324.05,41,32.48671,10.026761,40.90919,42.74265,15.8924168,65.17395,44.5761165,3.01559595,"US",2.191,2.576,1,3479.3,4051,291539,104792,85338,2005,162,40.3,2089,0.47,829,337,51.66,68,669,45,645292,681862,1197,890,10.7912087912088,30.795008912656,32.3885119855269,29.0936,28.6104253170239,3,3,104,11,4.67008938380063,3.16970421272782,-0.188222410506631,9
"145","Ker-054",13.8812222222222,"Kerr","uncovered","midroom",107,5,0.04672897196,"July",398,6,39.9838942,-105.12588,1622,2324.05,41,32.48671,10.026761,40.90919,42.74265,15.8924168,65.17395,44.5761165,3.01559595,"US",2.191,2.576,1,3479.3,4051,291539,104792,85338,2005,162,40.3,2089,0.47,829,337,51.66,68,669,45,645292,681862,1197,890,10.7912087912088,30.795008912656,32.3885119855269,29.0936,28.6104253170239,6,2,359,17,4.62610373636377,3.39223708648489,-0.188222410506631,9
"146","Ker-054",13.8812222222222,"Kerr","uncovered","midroom",107,5,0.04672897196,"June",52,6,39.9838942,-105.12588,1622,2324.05,41,32.48671,10.026761,40.90919,42.74265,15.8924168,65.17395,44.5761165,3.01559595,"US",2.191,2.576,1,3479.3,4051,291539,104792,85338,2005,162,40.3,2089,0.47,829,337,51.66,68,669,45,645292,681862,1197,890,10.7912087912088,30.795008912656,32.3885119855269,29.0936,28.6104253170239,10,2,5,5,5,5,-0.188222410506631,9
"147","Ker-057",14.2715,"Kerr","covered","midroom",96,7,0.07291666667,"August",222,6,39.9838942,-105.12588,1622,2324.05,41,32.48671,10.026761,40.90919,42.74265,15.8924168,65.17395,44.5761165,3.01559595,"US",2.191,2.576,1,3479.3,4051,291539,104792,85338,2005,162,40.3,2089,0.47,829,337,51.66,68,669,45,645292,681862,1197,890,10.7912087912088,30.795008912656,32.3885119855269,29.0936,28.6104253170239,3,3,104,11,4.67008938380063,3.16970421272782,-0.188222410506631,2
"148","Ker-057",14.2715,"Kerr","covered","midroom",96,7,0.07291666667,"July",398,6,39.9838942,-105.12588,1622,2324.05,41,32.48671,10.026761,40.90919,42.74265,15.8924168,65.17395,44.5761165,3.01559595,"US",2.191,2.576,1,3479.3,4051,291539,104792,85338,2005,162,40.3,2089,0.47,829,337,51.66,68,669,45,645292,681862,1197,890,10.7912087912088,30.795008912656,32.3885119855269,29.0936,28.6104253170239,6,2,359,17,4.62610373636377,3.39223708648489,-0.188222410506631,2
"149","Ker-057",14.2715,"Kerr","covered","midroom",96,7,0.07291666667,"June",52,6,39.9838942,-105.12588,1622,2324.05,41,32.48671,10.026761,40.90919,42.74265,15.8924168,65.17395,44.5761165,3.01559595,"US",2.191,2.576,1,3479.3,4051,291539,104792,85338,2005,162,40.3,2089,0.47,829,337,51.66,68,669,45,645292,681862,1197,890,10.7912087912088,30.795008912656,32.3885119855269,29.0936,28.6104253170239,10,2,5,5,5,5,-0.188222410506631,2
"150","Ker-058",16.2495,"Kerr","covered","midroom",94,6,0.06382978723,"August",222,6,39.9838942,-105.12588,1622,2324.05,41,32.48671,10.026761,40.90919,42.74265,15.8924168,65.17395,44.5761165,3.01559595,"US",2.191,2.576,1,3479.3,4051,291539,104792,85338,2005,162,40.3,2089,0.47,829,337,51.66,68,669,45,645292,681862,1197,890,10.7912087912088,30.795008912656,32.3885119855269,29.0936,28.6104253170239,3,3,104,11,4.67008938380063,3.16970421272782,-0.188222410506631,4
"151","Ker-058",16.2495,"Kerr","covered","midroom",94,6,0.06382978723,"July",398,6,39.9838942,-105.12588,1622,2324.05,41,32.48671,10.026761,40.90919,42.74265,15.8924168,65.17395,44.5761165,3.01559595,"US",2.191,2.576,1,3479.3,4051,291539,104792,85338,2005,162,40.3,2089,0.47,829,337,51.66,68,669,45,645292,681862,1197,890,10.7912087912088,30.795008912656,32.3885119855269,29.0936,28.6104253170239,6,2,359,17,4.62610373636377,3.39223708648489,-0.188222410506631,4
"152","Ker-058",16.2495,"Kerr","covered","midroom",94,6,0.06382978723,"June",52,6,39.9838942,-105.12588,1622,2324.05,41,32.48671,10.026761,40.90919,42.74265,15.8924168,65.17395,44.5761165,3.01559595,"US",2.191,2.576,1,3479.3,4051,291539,104792,85338,2005,162,40.3,2089,0.47,829,337,51.66,68,669,45,645292,681862,1197,890,10.7912087912088,30.795008912656,32.3885119855269,29.0936,28.6104253170239,10,2,5,5,5,5,-0.188222410506631,4
"153","Ker-059",14.1985,"Kerr","covered","midroom",127,6,0.04724409449,"August",222,6,39.9838942,-105.12588,1622,2324.05,41,32.48671,10.026761,40.90919,42.74265,15.8924168,65.17395,44.5761165,3.01559595,"US",2.191,2.576,1,3479.3,4051,291539,104792,85338,2005,162,40.3,2089,0.47,829,337,51.66,68,669,45,645292,681862,1197,890,10.7912087912088,30.795008912656,32.3885119855269,29.0936,28.6104253170239,3,3,104,11,4.67008938380063,3.16970421272782,-0.188222410506631,2
"154","Ker-059",14.1985,"Kerr","covered","midroom",127,6,0.04724409449,"July",398,6,39.9838942,-105.12588,1622,2324.05,41,32.48671,10.026761,40.90919,42.74265,15.8924168,65.17395,44.5761165,3.01559595,"US",2.191,2.576,1,3479.3,4051,291539,104792,85338,2005,162,40.3,2089,0.47,829,337,51.66,68,669,45,645292,681862,1197,890,10.7912087912088,30.795008912656,32.3885119855269,29.0936,28.6104253170239,6,2,359,17,4.62610373636377,3.39223708648489,-0.188222410506631,2
"155","Ker-059",14.1985,"Kerr","covered","midroom",127,6,0.04724409449,"June",52,6,39.9838942,-105.12588,1622,2324.05,41,32.48671,10.026761,40.90919,42.74265,15.8924168,65.17395,44.5761165,3.01559595,"US",2.191,2.576,1,3479.3,4051,291539,104792,85338,2005,162,40.3,2089,0.47,829,337,51.66,68,669,45,645292,681862,1197,890,10.7912087912088,30.795008912656,32.3885119855269,29.0936,28.6104253170239,10,2,5,5,5,5,-0.188222410506631,2
"156","Ker-060",8.50416666666667,"Kerr","covered","midroom",57,8,0.1403508772,"August",222,6,39.9838942,-105.12588,1622,2324.05,41,32.48671,10.026761,40.90919,42.74265,15.8924168,65.17395,44.5761165,3.01559595,"US",2.191,2.576,1,3479.3,4051,291539,104792,85338,2005,162,40.3,2089,0.47,829,337,51.66,68,669,45,645292,681862,1197,890,10.7912087912088,30.795008912656,32.3885119855269,29.0936,28.6104253170239,3,3,104,11,4.67008938380063,3.16970421272782,-0.188222410506631,6
"157","Ker-060",8.50416666666667,"Kerr","covered","midroom",57,8,0.1403508772,"July",398,6,39.9838942,-105.12588,1622,2324.05,41,32.48671,10.026761,40.90919,42.74265,15.8924168,65.17395,44.5761165,3.01559595,"US",2.191,2.576,1,3479.3,4051,291539,104792,85338,2005,162,40.3,2089,0.47,829,337,51.66,68,669,45,645292,681862,1197,890,10.7912087912088,30.795008912656,32.3885119855269,29.0936,28.6104253170239,6,2,359,17,4.62610373636377,3.39223708648489,-0.188222410506631,6
"158","Ker-060",8.50416666666667,"Kerr","covered","midroom",57,8,0.1403508772,"June",52,6,39.9838942,-105.12588,1622,2324.05,41,32.48671,10.026761,40.90919,42.74265,15.8924168,65.17395,44.5761165,3.01559595,"US",2.191,2.576,1,3479.3,4051,291539,104792,85338,2005,162,40.3,2089,0.47,829,337,51.66,68,669,45,645292,681862,1197,890,10.7912087912088,30.795008912656,32.3885119855269,29.0936,28.6104253170239,10,2,5,5,5,5,-0.188222410506631,6
"159","Liv-061",9.69975,"Living Harvest","uncovered","backroom",53,6,0.1132075472,"August",121,7,40.0503025,-105.26092,1642,1055.85,30,25.01677,20.76972,20.54054,15.12609,4.44758488,0,0.2291831,3.01559595,"US",2.191,2.576,1,3558.3,4143,537270,127997,102320,1522,209,53.9,1580,-0.18,327,89,54.55,33,388,40,827932,836783,1126,1049,33.2899408284024,23.1276400367309,23.8531967030519,23.8054,24.8280852507208,11,6,39,5,2.95287717756606,2.15918367346939,1.050281050627,12
"160","Liv-061",9.69975,"Living Harvest","uncovered","backroom",53,6,0.1132075472,"July",153,7,40.0503025,-105.26092,1642,1055.85,30,25.01677,20.76972,20.54054,15.12609,4.44758488,0,0.2291831,3.01559595,"US",2.191,2.576,1,3558.3,4143,537270,127997,102320,1522,209,53.9,1580,-0.18,327,89,54.55,33,388,40,827932,836783,1126,1049,33.2899408284024,23.1276400367309,23.8531967030519,23.8054,24.8280852507208,9,89,40,11,6.34052799712913,4.40192926045016,1.050281050627,12
